    1   13   11    0       0.000       0.000       0.000
### Wave Heading (deg) ###
       0.000
      30.000
      60.000
      90.000
     120.000
     150.000
     180.000
     210.000
     240.000
     270.000
     300.000
     330.000
     360.000
### Scaling Factor ###
    0.10000E+01    0.10000E+01    0.10000E+01    0.10000E+01    0.10000E+01    0.10000E+01
### Heading :       0.000 (deg) ###
0.350	5.813000	-0.026110	0.000000	0.000000	0.000000	-1.962000
0.400	8.771000	-0.049190	0.000000	0.000000	0.000000	-1.485000
0.450	12.130000	-0.077780	0.000000	0.000000	0.000000	-2.594000
0.500	16.940000	-0.114400	0.000000	0.000000	0.000000	-5.039000
0.550	27.170000	-0.137000	0.000000	0.000000	0.000000	-7.576000
0.600	46.140000	-0.150200	0.000000	0.000000	0.000000	-9.479000
0.650	61.030000	-0.070350	0.000000	0.000000	0.000000	-4.685000
0.700	58.880000	0.069240	0.000000	0.000000	0.000000	5.983000
0.750	51.120000	0.150800	0.000000	0.000000	0.000000	14.390000
0.800	62.080000	0.042300	0.000000	0.000000	0.000000	10.320000
0.850	75.060000	-0.191200	0.000000	0.000000	0.000000	-0.361200
### Heading :      30.000 (deg) ###
0.350	-5.612000	3.467000	0.000000	0.000000	0.000000	2123.000000
0.400	-5.306000	5.997000	0.000000	0.000000	0.000000	-1907.000000
0.450	1.666000	6.458000	0.000000	0.000000	0.000000	-2022.000000
0.500	7.510000	6.825000	0.000000	0.000000	0.000000	-2377.000000
0.550	18.320000	8.195000	0.000000	0.000000	0.000000	-3078.000000
0.600	40.740000	14.590000	0.000000	0.000000	0.000000	-4242.000000
0.650	70.430000	28.790000	0.000000	0.000000	0.000000	-5338.000000
0.700	89.560000	53.200000	0.000000	0.000000	0.000000	-6028.000000
0.750	83.300000	87.120000	0.000000	0.000000	0.000000	-5166.000000
0.800	64.050000	129.100000	0.000000	0.000000	0.000000	-2961.000000
0.850	59.090000	173.600000	0.000000	0.000000	0.000000	-1191.000000
### Heading :      60.000 (deg) ###
0.350	-15.920000	5.970000	0.000000	0.000000	0.000000	1506.000000
0.400	-13.610000	8.906000	0.000000	0.000000	0.000000	-1825.000000
0.450	-7.123000	11.180000	0.000000	0.000000	0.000000	-1485.000000
0.500	-4.104000	15.420000	0.000000	0.000000	0.000000	-1166.000000
0.550	0.344000	22.590000	0.000000	0.000000	0.000000	-794.900000
0.600	11.650000	38.450000	0.000000	0.000000	0.000000	-471.700000
0.650	38.270000	72.850000	0.000000	0.000000	0.000000	-319.600000
0.700	87.360000	151.000000	0.000000	0.000000	0.000000	-1223.000000
0.750	155.600000	301.600000	0.000000	0.000000	0.000000	-3469.000000
0.800	205.700000	504.500000	0.000000	0.000000	0.000000	-6211.000000
0.850	189.000000	627.900000	0.000000	0.000000	0.000000	-7445.000000
### Heading :      90.000 (deg) ###
0.350	6.377000	3.912000	0.000000	0.000000	0.000000	6.360000
0.400	2.718000	2.193000	0.000000	0.000000	0.000000	-2.891000
0.450	0.988500	1.258000	0.000000	0.000000	0.000000	-6.078000
0.500	0.444500	1.502000	0.000000	0.000000	0.000000	-2.287000
0.550	0.082790	3.125000	0.000000	0.000000	0.000000	19.070000
0.600	-0.370500	8.489000	0.000000	0.000000	0.000000	105.000000
0.650	-1.034000	23.040000	0.000000	0.000000	0.000000	407.000000
0.700	-2.893000	64.490000	0.000000	0.000000	0.000000	1315.000000
0.750	-7.656000	170.400000	0.000000	0.000000	0.000000	3581.000000
0.800	-17.910000	391.800000	0.000000	0.000000	0.000000	7102.000000
0.850	-30.590000	706.200000	0.000000	0.000000	0.000000	8423.000000
### Heading :     120.000 (deg) ###
0.350	36.250000	0.108000	0.000000	0.000000	0.000000	702.200000
0.400	7.884000	-5.321000	0.000000	0.000000	0.000000	2618.000000
0.450	1.303000	-8.933000	0.000000	0.000000	0.000000	1756.000000
0.500	-0.018880	-11.680000	0.000000	0.000000	0.000000	1310.000000
0.550	-2.492000	-10.970000	0.000000	0.000000	0.000000	965.800000
0.600	-12.830000	2.308000	0.000000	0.000000	0.000000	1009.000000
0.650	-39.150000	44.350000	0.000000	0.000000	0.000000	1882.000000
0.700	-90.600000	145.100000	0.000000	0.000000	0.000000	5105.000000
0.750	-160.800000	334.800000	0.000000	0.000000	0.000000	11410.000000
0.800	-207.100000	568.100000	0.000000	0.000000	0.000000	18370.000000
0.850	-182.200000	676.800000	0.000000	0.000000	0.000000	19580.000000
### Heading :     150.000 (deg) ###
0.350	24.840000	-1.062000	0.000000	0.000000	0.000000	1328.000000
0.400	7.605000	-4.476000	0.000000	0.000000	0.000000	3022.000000
0.450	6.226000	-5.388000	0.000000	0.000000	0.000000	2346.000000
0.500	5.501000	-4.131000	0.000000	0.000000	0.000000	2508.000000
0.550	-3.473000	2.012000	0.000000	0.000000	0.000000	3212.000000
0.600	-29.600000	18.080000	0.000000	0.000000	0.000000	4628.000000
0.650	-64.330000	43.740000	0.000000	0.000000	0.000000	6125.000000
0.700	-86.450000	79.540000	0.000000	0.000000	0.000000	7256.000000
0.750	-79.310000	120.900000	0.000000	0.000000	0.000000	6685.000000
0.800	-56.230000	163.800000	0.000000	0.000000	0.000000	4394.000000
0.850	-44.260000	204.600000	0.000000	0.000000	0.000000	2147.000000
### Heading :     180.000 (deg) ###
0.350	5.824000	0.003738	0.000000	0.000000	0.000000	-2.225000
0.400	8.743000	-0.001914	0.000000	0.000000	0.000000	-3.478000
0.450	11.230000	-0.006436	0.000000	0.000000	0.000000	-4.944000
0.500	9.932000	0.009025	0.000000	0.000000	0.000000	-4.726000
0.550	-2.445000	0.036060	0.000000	0.000000	0.000000	-2.844000
0.600	-29.810000	0.043640	0.000000	0.000000	0.000000	-1.234000
0.650	-52.120000	-0.065030	0.000000	0.000000	0.000000	-6.550000
0.700	-52.100000	-0.110700	0.000000	0.000000	0.000000	-6.111000
0.750	-41.880000	-0.094770	0.000000	0.000000	0.000000	-2.645000
