time,angle
0.0,0.0
0.01000050002500125,1.602222016876822e-07
0.0200010000500025,1.2783705353929734e-06
0.03000150007500375,4.3050833643693435e-06
0.040002000100005,1.0176867203310437e-05
0.05000250012500625,1.981865513474987e-05
0.0600030001500075,3.414534727641236e-05
0.07000350017500875,5.406181078121365e-05
0.08000400020001,8.04628798372606e-05
0.09000450022501125,0.0001142333556678512
0.1000050002500125,0.00015624800653147433
0.11000550027501375,0.0002073715677218102
0.120006000300015,0.0002684587415677301
0.13000650032501626,0.00034035419743329607
0.1400070003500175,0.0004238925717177614
0.15000750037501875,0.0005198984678555704
0.16000800040002,0.0006291864563163593
0.17000850042502125,0.0007525610746049535
0.1800090004500225,0.0008908829040037544
0.19000950047502374,0.0010452249374904095
0.200010000500025,0.0012163535089405875
0.21001050052502626,0.0014049870945415724
0.2200110005500275,0.0016118372658171522
0.23001150057502875,0.001837608689627621
0.24001200060003,0.0020829991281697768
0.2500125006250313,0.0023486994389769257
0.2600130006500325,0.0026353935749188736
0.27001350067503377,0.0029437585842019363
0.280014000700035,0.0032744646103689315
0.29001450072503626,0.0036281748922991856
0.3000150007500375,0.004005545764208526
0.31001550077503875,0.004407226655649286
0.32001600080004,0.004833860091510307
0.33001650082504125,0.005286081692016932
0.3400170008500425,0.005764520172731011
0.35001750087504374,0.006269797344550901
0.360018000900045,0.0068025281137114564
0.37001850092504623,0.007363320481784047
0.3800190009500475,0.007952775545676534
0.3900195009750487,0.008571487497633302
0.40002000100005,0.009220043625235227
0.4100205010250513,0.009899024311399697
0.4200210010500525,0.010609003034380591
0.43002150107505377,0.011350546367768319
0.440022001100055,0.012124213980489766
0.45002250112505626,0.012930558636808347
0.4600230011500575,0.013770126196323965
0.47002350117505876,0.014643455613973051
0.48002400120006,0.015551078940028506
0.49002450122506125,0.016493521320099767
0.5000250012500626,0.017471300995132763
0.5100255012750637,0.01848492930140991
0.520026001300065,0.019534910670550184
0.5300265013250662,0.020621742629509002
0.5400270013500675,0.021745915800578337
0.5500275013750687,0.022907913901386617
0.56002800140007,0.02410821374489883
0.5700285014250712,0.02534728523941643
0.5800290014500725,0.026625591388577386
0.5900295014750737,0.02794358829135616
0.600030001500075,0.029301725142063775
0.6100305015250762,0.03070044423034767
0.6200310015500775,0.03214018094119187
0.6300315015750787,0.033621363754916846
0.64003200160008,0.03514441424717962
0.6500325016250813,0.036709747088973704
0.6600330016500825,0.03831777004662907
0.6700335016750838,0.03996888398181228
0.680034001700085,0.04166348285152633
0.6900345017250863,0.04340195370811072
0.7000350017500875,0.04518467669924154
0.7100355017750888,0.04701202506793132
0.72003600180009,0.04888436515252905
0.7300365018250913,0.05080205638672031
0.7400370018500925,0.052765451299527165
0.7500375018750938,0.05477489551530817
0.760038001900095,0.056830727753758345
0.7700385019250963,0.05893327982990927
0.7800390019500975,0.061082876654129044
0.7900395019750988,0.06327983623212229
0.8000400020001,0.06552446966492999
0.8100405020251013,0.06781708114892976
0.8200410020501026,0.07015796797583576
0.8300415020751037,0.07254749038889163
0.840042002100105,0.07498598507410816
0.8500425021251062,0.07747367974366724
0.8600430021501075,0.08001079767516434
0.8700435021751087,0.08259755794820114
0.88004400220011,0.08523417544438586
0.8900445022251112,0.08792086084733297
0.9000450022501125,0.09065782064266346
0.9100455022751137,0.0934452571180045
0.920046002300115,0.09628336836298984
0.9300465023251162,0.09917234826925943
0.9400470023501175,0.10211238653045975
0.9500475023751187,0.10510366864224355
0.96004800240012,0.10814637590227001
0.9700485024251213,0.11124068541020467
0.9800490024501225,0.11438677006771938
0.9900495024751238,0.11758479857849259
1.000050002500125,0.12083493544820884
1.0100505025251263,0.1241373409845592
1.0200510025501275,0.1274921712972411
1.0300515025751287,0.13089957829795842
1.04005200260013,0.13435970970042133
1.0500525026251313,0.1378727090203462
1.0600530026501325,0.1414387155754562
1.0700535026751337,0.14505786448548047
1.080054002700135,0.1487302866721549
1.0900545027251363,0.15245610885922137
1.1000550027501375,0.15623545357242838
1.1100555027751386,0.16006843913953073
1.12005600280014,0.16395517969028978
1.1300565028251413,0.16789578515647285
1.1400570028501424,0.17189036127185403
1.1500575028751439,0.17593900957221373
1.160058002900145,0.1800418273953385
1.1700585029251462,0.18419890788102136
1.1800590029501474,0.18841033997106202
1.1900595029751488,0.19267620840926622
1.20006000300015,0.19699659374144612
1.2100605030251512,0.2013715723154203
1.2200610030501524,0.20580121628101375
1.2300615030751538,0.210285593590058
1.240062003100155,0.21482476799639041
1.2500625031251562,0.2194187990558554
1.2600630031501574,0.22406774212630323
1.2700635031751588,0.22877164836759098
1.28006400320016,0.2335305647415817
1.2900645032251612,0.238344534012145
1.3000650032501626,0.24321359474515697
1.3100655032751638,0.24813778130849987
1.320066003300165,0.25311712387206253
1.3300665033251662,0.25815164840774
1.3400670033501676,0.2632413766894338
1.3500675033751688,0.2683863262930518
1.36006800340017,0.27358651059650835
1.3700685034251712,0.2788419387797238
1.3800690034501726,0.2841526158246255
1.3900695034751738,0.2895185425151466
1.400070003500175,0.29493971543722686
1.4100705035251762,0.3004161269788124
1.4200710035501776,0.3059477653298561
1.4300715035751788,0.3115346144823163
1.44007200360018,0.3171766542301586
1.4500725036251814,0.3228738601693546
1.4600730036501826,0.3286262036978822
1.4700735036751837,0.33443365201572584
1.480074003700185,0.3402961681248763
1.4900745037251864,0.34621371082933095
1.5000750037501875,0.352186234735093
1.5100755037751887,0.35821369025017247
1.52007600380019,0.3642960235845856
1.5300765038251913,0.37043317675035525
1.5400770038501925,0.37662508756151014
1.5500775038751937,0.38287168963408597
1.560078003900195,0.3891729123861244
1.5700785039251963,0.3955286810376736
1.5800790039501975,0.4019389319044757
1.5900795039751987,0.40840457567197264
1.6000800040002,0.4149259930515919
1.6100805040252013,0.4215029172767763
1.6200810040502025,0.4281350839299476
1.6300815040752037,0.43482223094250794
1.640082004100205,0.441564098594839
1.6500825041252063,0.44836042951630173
1.6600830041502075,0.4552109686852369
1.6700835041752087,0.4621154634289654
1.68008400420021,0.4690736634237874
1.6900845042252113,0.4760853206949826
1.7000850042502125,0.4831501896168105
1.7100855042752137,0.4902680269125104
1.720086004300215,0.4974385916543014
1.7300865043252163,0.5046616452633816
1.7400870043502175,0.5119369515099296
1.7500875043752186,0.519264276513103
1.76008800440022,0.5266433887410397
1.7700885044252213,0.5340740590108564
1.7800890044502224,0.5415560604886503
1.7900895044752239,0.5490891686894981
1.800090004500225,0.5566731614774557
1.8100905045252262,0.5643078190655589
1.8200910045502274,0.5719929240158237
1.8300915045752288,0.5797282612392449
1.84009200460023,0.5875136179957976
1.8500925046252312,0.5953487838944362
1.8600930046502324,0.603233550893095
1.8700935046752338,0.611167713298688
1.880094004700235,0.6191510677671085
1.8900945047252362,0.6271834133032298
1.9000950047502374,0.6352645512609046
1.9100955047752388,0.6433942853429662
1.92009600480024,0.6515724216012259
1.9300965048252412,0.659798768436476
1.9400970048502426,0.668073136598488
1.9500975048752438,0.676395339186013
1.960098004900245,0.6847651916467822
1.9700985049252462,0.6931825117775058
1.9800990049502476,0.7016471197238744
1.9900995049752488,0.7101588379805573
2.00010000500025,0.7187174913912048
2.0101005050252514,0.7273229071484454
2.0201010050502526,0.7359749147938881
2.0301015050752538,0.7446733462181221
2.040102005100255,0.7534180356607147
2.050102505125256,0.7622088197102146
2.0601030051502573,0.7710455373041487
2.0701035051752585,0.7799280297290248
2.08010400520026,0.7888561406203297
2.0901045052252614,0.7978297159625293
2.1001050052502626,0.8068486040890703
2.1101055052752637,0.8159126556823787
2.120106005300265,0.8250217237738597
2.130106505325266,0.8341756637438988
2.1401070053502673,0.8433743333218608
2.150107505375269,0.8526175925860907
2.16010800540027,0.8619053039639119
2.1701085054252713,0.8712373322316286
2.1801090054502725,0.8806135445145244
2.1901095054752737,0.8900338102868628
2.200110005500275,0.8994980013718862
2.210110505525276,0.9090059919418173
2.2201110055502773,0.9185576585178584
2.230111505575279,0.9281528799701922
2.24011200560028,0.9377915375179788
2.2501125056252813,0.9474735147293598
2.2601130056502825,0.9571986975214565
2.2701135056752837,0.9669669741603695
2.280114005700285,0.9767782352611788
2.290114505725286,0.9866323737879441
2.3001150057502877,0.9965292850537059
2.310115505775289,1.006468866720482
2.32011600580029,1.0164510187992721
2.3301165058252913,1.0264756436500548
